Name;Ebenheitsnormal;Soll
019PTB04 (ISO 12179) ;019PTB04 (ISO 12179) ;0.0
NF004 (ISO 12179) NPL-2022120154/1A;NF004 (ISO 12179) NPL-2022120154/1A;Fertigung;0.0
NF005 (ISO 12179) NPL-2022120154/1B	;NF005 (ISO 12179) NPL-2022120154/1B;Applikation;0.0
NF006 (ISO 12179) NPL-2022120154/1C	;NF006 (ISO 12179) NPL-2022120154/1C; Service (Satz06);0.0	
	

	
